,timestamp,visitorid,event,itemid,transactionid
1640952,1431493709167,12,view,1505,
1641018,1431493281167,12,view,1040,
1641782,1431473400709,3,view,1671,
1642092,1431435773203,18,view,922,
1642122,1431435552827,18,view,633,
1642503,1431443753392,20,view,1,
1642984,1431465281091,11,view,2856,
1643022,1431482893199,29,view,6,
1643067,1431479218933,3,view,3118,
1643100,1431481038434,3,view,3119,
1643134,1431479092144,3,transaction,2430,6853.0
1643237,1431478945258,2,view,2902,
1643280,1431477262367,11,view,2463,
1643332,1431476256804,11,view,1095,
1643438,1431478154523,3,view,3118,
1643446,1431475462770,20,view,2515,
1643890,1431446101831,3,view,3120,
1643894,1431459901895,11,view,3121,
1643929,1431461260807,3,view,3122,
1644087,1431459749681,11,view,3123,
1644354,1431490567569,2,view,3124,
1644804,1431493129076,12,view,3125,
1645304,1431444812589,3,view,460,
1645375,1431443882645,20,view,32,
1645398,1431475353568,20,view,21,
1645427,1431475363096,20,view,21,
1645435,1431478027016,3,view,3115,
1645446,1431476671072,11,view,1562,
1645510,1431475299039,3,view,2282,
1645637,1431478159008,3,addtocart,3118,
1645698,1431434059240,18,view,360,
1645864,1431414738473,18,view,633,
1646162,1431450103983,3,view,3036,
1646567,1431461266932,20,view,21,
1646835,1431473754445,3,addtocart,1671,
1646985,1431471352479,11,view,3126,
1647331,1431445425150,3,addtocart,3102,
1647349,1431445215674,3,transaction,3127,15142.0
1647468,1431445094101,3,addtocart,3127,
1647544,1431445513180,3,transaction,3102,16185.0
1647662,1431479092144,3,transaction,3118,6853.0
1647663,1431480273611,3,view,3128,
1647668,1431481924621,2,view,2902,
1647927,1431488364514,2,view,3129,
1648022,1431488656545,2,view,3130,
1648351,1431465893027,3,view,3131,
1648919,1431475204953,0,view,37,
1648933,1431476195275,11,view,3132,
1648963,1431473845439,3,transaction,1671,11172.0
1649006,1431475332554,20,view,2542,
1649074,1431475462910,20,view,17,
1649088,1431478039365,3,addtocart,3115,
1649101,1431475205187,0,view,1159,
1649416,1431414139819,18,view,2440,
1649710,1431452298065,1,view,3133,
1650103,1431443889167,20,view,17,
1650707,1431472333285,3,view,592,
1650794,1431459741226,11,view,2050,
1651085,1431445050176,3,view,3127,
1651303,1431449250309,11,view,1506,
1651512,1431479844879,3,view,3134,
1651577,1431482892905,29,view,5,
1651622,1431488977760,2,view,3135,
1651692,1431488149805,28,view,3136,
1651815,1431492190159,28,view,3137,
1652577,1431475204953,0,view,759,
1652658,1431475335300,3,addtocart,2282,
1652727,1431478686501,17,view,3138,
1652734,1431474038019,3,view,3139,
1652863,1431454487181,11,view,3140,
1654025,1431443740808,20,view,2542,
1654296,1431472112688,3,view,3141,
1654398,1431473205555,17,view,3142,
1654496,1431461430551,20,view,2515,
1654515,1431461068626,20,view,21,
1654989,1431445424567,3,view,3102,
1655249,1431480578806,3,view,3143,
1655746,1431552194623,22,addtocart,26,
1655798,1431552148018,22,view,26,
1655801,1431554010172,22,view,3144,
1655936,1431547841776,20,view,21,
1655970,1431548656861,22,view,3145,
1656029,1431548008700,22,view,2062,
1656071,1431547958525,20,view,2515,
1656112,1431548771351,10,view,417,
1656130,1431550857325,22,view,3146,
1656226,1431535169483,11,view,3147,
1656252,1431532214057,3,view,118,
1656501,1431526841534,12,view,1040,
1656508,1431527309768,20,view,2542,
1656513,1431527312367,20,view,21,
1656628,1431527603854,20,view,17,
1656658,1431527597195,20,view,32,
1656845,1431536293637,3,addtocart,3148,
1656879,1431538674909,3,view,1606,
1657157,1431499245109,18,view,360,
1657319,1431562606541,22,view,2143,
1657328,1431563100991,20,view,2515,
1657343,1431564027098,22,view,3149,
1657386,1431562945883,22,view,3150,
1657448,1431560927031,22,transaction,3151,11528.0
1657461,1431562982940,20,view,21,
1657462,1431562728742,22,view,3152,
1657464,1431562854995,22,view,3153,
1657571,1431562469730,22,view,3154,
1657572,1431563729583,22,view,3155,
1657610,1431563727159,22,view,3156,
1657710,1431572567834,17,view,3157,
1657711,1431571427454,22,view,3158,
1657944,1431576899194,29,view,3159,
1658198,1431542617148,22,view,3160,
1658248,1431542401651,11,view,3161,
1658348,1431541914476,11,view,547,
1658464,1431541401967,22,view,3162,
1658566,1431557605313,22,view,3163,
1658570,1431556857170,22,addtocart,407,
1658583,1431556273309,6,view,1619,
1658623,1431558435992,22,view,3164,
1658681,1431559179000,22,view,3165,
1658714,1431556160971,3,view,145,
1658795,1431558065520,22,view,2824,
1658882,1431543575724,22,view,3166,
1658892,1431547033535,22,view,1619,
1658909,1431544967332,22,view,603,
1659135,1431569197102,22,transaction,944,10154.0
1659216,1431568222318,3,view,3167,
1659391,1431564441456,0,view,1159,
1659704,1431555029945,22,addtocart,3168,
1659708,1431553834294,22,view,531,
1659745,1431554668765,22,view,3169,
1659782,1431554463772,22,view,3170,
1659789,1431555204916,3,view,145,
1659876,1431555303431,22,view,3171,
1659881,1431553048802,22,view,3172,
1659903,1431555375701,22,view,3173,
1659994,1431536319951,3,view,3174,
1660068,1431535588367,2,view,3175,
1660273,1431530773299,3,view,3176,
1660300,1431532187928,3,view,3177,
1660353,1431532097366,3,view,3178,
1660415,1431531478670,3,view,3179,
1660478,1431534932488,11,view,3147,
1660492,1431534938678,3,view,3180,
1660510,1431534974577,3,addtocart,3180,
1660545,1431531402262,3,view,2050,
1660575,1431548646213,22,view,3181,
1660739,1431547949355,20,view,32,
1660772,1431547853897,20,view,21,
1660945,1431563832012,22,view,3182,
1660990,1431562665355,22,view,3183,
1661021,1431562826222,22,view,3184,
1661032,1431560741260,22,view,3151,
1661059,1431562961479,20,view,21,
1661061,1431563086571,20,view,32,
1661678,1431527632233,20,view,2515,
1661687,1431530125084,3,view,493,
1661717,1431527326834,20,view,1,
1661729,1431525721428,0,view,1159,
1662003,1431558461866,22,view,3185,
1662007,1431557628120,22,addtocart,3163,
1662137,1431558065252,22,view,3186,
1662255,1431557368807,22,view,3187,
1662350,1431542645560,22,view,3188,
1662374,1431542903326,22,view,3189,
1662390,1431542091343,11,view,547,
1662650,1431545150967,22,view,3190,
1662841,1431543600328,22,view,3191,
1662865,1431547078532,22,view,1619,
1663783,1431555389067,22,view,3192,
1663893,1431553109312,22,view,3193,
1663982,1431554521009,22,view,3170,
1663986,1431553861478,22,addtocart,531,
1663999,1431554488699,22,view,3170,
1664182,1431548634795,22,view,3185,
1664283,1431549038385,22,view,3194,
1664314,1431547833097,20,view,2542,
1664362,1431548982651,22,view,3195,
1664418,1431532173278,3,view,3196,
1664431,1431535174255,11,view,3147,
1664434,1431532260397,3,view,3197,
1664447,1431533299243,18,view,360,
1664539,1431531473433,3,view,1562,
1664646,1431531467520,3,view,3198,
1664664,1431531240557,3,view,2050,
1664713,1431532204835,3,view,3199,
1665036,1431538601307,3,addtocart,1606,
1665204,1431536256528,18,view,360,
1665271,1431535537909,2,addtocart,3175,
1665323,1431563085695,20,view,17,
1665418,1431562935612,22,view,3200,
1665440,1431563872082,22,view,3201,
1665494,1431563991610,22,view,3202,
1665501,1431563971382,22,view,3203,
1665526,1431562664882,22,view,3204,
1665535,1431562737848,22,view,3205,
1665552,1431564440811,0,view,759,
1665574,1431563922032,22,view,3206,
1665584,1431560430103,22,view,3207,
1665817,1431525721427,0,view,37,
1665904,1431571768515,22,view,68,
1665966,1431571745877,22,view,179,
1666301,1431557033204,22,transaction,407,10771.0
1666436,1431540027971,11,view,3147,
1666475,1431541810139,11,view,3208,
1666495,1431541754237,11,view,3147,
1666604,1431542046885,22,view,3209,
1666688,1431541433222,22,addtocart,3162,
1666911,1431575997259,29,view,3210,
1667051,1431545154086,22,view,603,
1667193,1431545111098,22,view,3190,
1667197,1431544639464,22,view,1618,
1667216,1431545075812,22,view,603,
1667262,1431547545218,26,view,3211,
1667277,1431545444848,22,view,1638,
1667372,1431567282255,22,view,3212,
1667431,1431566606261,29,view,5,
1667488,1431568268479,3,addtocart,3167,
1667541,1431569068668,22,view,944,
1667604,1431567481827,22,view,3213,
1667753,1431573570567,6,view,2811,
1667778,1431570595185,22,view,2692,
1667911,1431554943762,22,view,3168,
1667937,1431554823357,22,view,3214,
1668071,1431554086306,22,view,3215,
1668369,1431539092265,3,view,3216,
1668499,1431538969572,3,view,1606,
1668527,1431538946981,3,view,3217,
1668744,1431532196885,3,view,3196,
1668784,1431530925635,3,transaction,3176,1299.0
1669116,1431562983755,20,view,1,
1669134,1431564032246,22,view,3218,
1669157,1431562986998,22,view,3219,
1669162,1431560140114,22,view,3220,
1669177,1431560065214,3,view,3221,
1669233,1431563884062,22,view,3222,
1669275,1431562564427,22,view,3154,
1669323,1431562961510,20,view,2542,
1670188,1431548922449,22,view,3223,
1670220,1431548032401,22,view,2261,
1670234,1431549001800,22,view,3195,
1670465,1431548955697,22,view,3224,
1670500,1431547993616,22,view,3225,
1670567,1431541600056,3,view,3226,
1670653,1431540343758,22,view,3082,
1670688,1431542008736,11,view,3208,
1670757,1431542000763,11,view,547,
1670999,1431558270828,22,view,650,
1671104,1431556831855,22,view,407,
1671340,1431546997139,22,view,3227,
1671516,1431569108203,22,addtocart,944,
1671978,1431553104364,22,view,3228,
1672101,1431554693774,22,addtocart,3170,
1672102,1431554693272,22,view,3170,
1672138,1431555083631,3,addtocart,3229,
1672189,1431555366125,22,view,3230,
1672237,1431555268271,22,view,3231,
1672348,1431562558867,22,view,3232,
1672375,1431561936233,22,view,2418,
1672399,1431560781635,22,addtocart,3151,
1672474,1431564068240,22,view,3233,
1672486,1431562360993,22,view,3234,
1672507,1431559838798,22,view,3235,
1672514,1431560517367,22,view,3234,
1672723,1431531398380,3,view,464,
1673138,1431547952172,20,view,17,
1673177,1431548003832,22,view,2194,
1673308,1431547847441,20,view,1,
1673391,1431548595796,22,view,3185,
1673420,1431547998619,22,view,2261,
1673695,1431539143190,3,view,3236,
1673765,1431527326926,20,view,21,
1673778,1431527992781,12,view,1040,
1673955,1431570589999,22,view,2692,
1674036,1431571821881,22,transaction,3158,2130.0
1674129,1431571488524,22,addtocart,3158,
1674513,1431540358898,22,view,3082,
1674572,1431540683898,22,view,3237,
1674603,1431541968637,11,view,547,
1674615,1431541985113,11,view,547,
1674622,1431540342851,22,view,604,
1674630,1431542323064,3,view,3229,
1674940,1431558274474,22,view,650,
1675034,1431557347650,22,view,3238,
1675045,1431558122948,22,view,2824,
1675170,1431546478461,22,view,1450,
1675418,1431568555191,22,view,2692,
1675432,1431568472205,3,transaction,3167,17395.0
1675533,1431567931781,22,view,944,
1675634,1431567098256,22,view,3239,
1675654,1431573532835,6,view,1619,
1675696,1431573331239,6,view,1619,
1675816,1431571400762,22,view,3240,
1676018,1431553023255,22,view,3194,
1676037,1431555316025,22,view,3241,
1676151,1431555126083,22,transaction,3168,9278.0
1676158,1431552337198,22,transaction,26,14681.0
1676185,1431553112539,22,view,3242,
1676238,1431553991959,22,transaction,531,9643.0
1676273,1431536082821,3,view,3148,
1676343,1431536175811,11,view,3147,
1677213,1431560478486,22,view,3243,
1677228,1431564024228,22,view,3244,
1677301,1431562950198,22,view,3245,
1677405,1431562713170,22,view,3246,
1677411,1431563058301,22,view,3247,
1677440,1431564026174,22,view,3248,
1677699,1431503921062,18,view,2440,
1677783,1431529845796,17,view,3249,
1677932,1431525721560,0,view,759,
1677935,1431524098966,18,view,3250,
1678327,1431547888908,22,view,2062,
1678411,1431548961115,22,view,3251,
1678578,1431548656814,22,view,642,
1678605,1431540738875,22,addtocart,3237,
1678616,1431540355863,22,view,3061,
1678672,1431542097005,11,view,3208,
1678729,1431540904966,22,transaction,3237,11693.0
1678793,1431540252289,11,view,3147,
1678797,1431541533942,22,transaction,3162,14912.0
1678800,1431542902165,22,view,3252,
1678981,1431558353202,22,view,650,
1679160,1431558088221,22,view,3186,
1679161,1431558764174,22,view,3253,
1679187,1431531495907,3,view,3254,
1679328,1431532470695,3,view,348,
1679330,1431532276066,3,view,3255,
1679374,1431530813713,3,addtocart,3176,
1679453,1431567541569,22,view,3256,
1679458,1431566586528,2,view,2902,
1679668,1431566604377,29,view,6,
1680149,1431640504414,9,view,2594,
1680358,1431624018079,3,view,12,
1680478,1431622577644,22,view,24,
1681339,1431628314547,22,view,3257,
1681660,1431615544768,22,view,3152,
1681727,1431615594329,19,view,2497,
1681728,1431616849235,22,view,2739,
1681741,1431614800985,19,view,2497,
1681744,1431615227369,17,view,3258,
1681760,1431615644963,19,view,3259,
1681769,1431616822276,22,view,3260,
1681774,1431616243472,19,view,3261,
1681778,1431615860189,22,view,3262,
1681880,1431616277798,3,view,2644,
1681899,1431615096086,17,view,3263,
1681915,1431615688705,22,view,3264,
1682164,1431633505338,22,view,3265,
1682170,1431630790232,22,view,3266,
1682197,1431631050886,3,view,3267,
1682267,1431632674264,22,view,3268,
1682371,1431631941398,9,addtocart,3269,
1682382,1431633183729,22,view,3270,
1682395,1431633933819,22,transaction,3271,10974.0
1682396,1431632263782,22,view,3272,
1682427,1431631230059,22,view,3273,
1682713,1431644425508,20,view,17,
1682886,1431635151866,3,transaction,3274,16695.0
1683076,1431637584213,22,view,3275,
1683086,1431634289669,1,view,729,
1683106,1431618801115,22,view,3276,
1683201,1431620334370,22,view,1621,
1683210,1431617838605,22,view,3277,
1683234,1431620591449,22,addtocart,3278,
1683305,1431621071599,22,view,2824,
1683326,1431620310960,22,view,3279,
1683340,1431618543088,22,view,3280,
1683348,1431621238856,22,view,365,
1683667,1431654585924,3,view,3281,
1683857,1431657913610,3,view,3282,
1683874,1431660283809,17,view,3283,
1683929,1431641785260,9,view,2594,
1684061,1431638640922,22,addtocart,3284,
1684744,1431631785516,9,view,3285,
1684749,1431633535625,22,view,3286,
1685195,1431627448374,17,view,3287,
1685349,1431626404491,29,view,5,
1685634,1431615821654,22,view,3288,
1685658,1431615851693,22,view,3289,
1685720,1431614921892,20,view,1,
1685738,1431615398765,17,view,3290,
1685739,1431616617899,3,view,56,
1685745,1431616298794,3,view,3291,
1685774,1431615092840,20,view,32,
1685787,1431614920562,17,view,3292,
1685809,1431614836052,19,view,3293,
1686162,1431637816712,18,view,360,
1686163,1431634794507,9,view,7,
1686240,1431635386363,22,view,3294,
1686251,1431637887636,11,view,3295,
1686291,1431635191475,9,view,578,
1686525,1431643418606,28,view,3296,
1686601,1431642750884,28,view,3297,
1686681,1431643795453,28,view,3298,
1686688,1431644004293,28,view,3299,
1686788,1431622536375,29,view,6,
1686913,1431622570516,22,view,3300,
1686951,1431623655395,22,view,179,
1687032,1431625199479,22,view,3301,
1687042,1431622541497,29,view,3210,
1687056,1431623102290,22,view,3302,
1687057,1431622417693,22,view,3303,
1687093,1431619601508,22,view,3304,
1687097,1431618189372,22,view,879,
1687174,1431619127153,22,view,3305,
1687257,1431619676324,22,view,3306,
1687489,1431654747745,18,view,360,
1687828,1431638642405,9,view,578,
1687845,1431639326646,22,view,3307,
1687872,1431638705972,22,addtocart,3284,
1687946,1431641569407,11,view,3308,
1687961,1431640160365,22,view,417,
1688036,1431638979353,9,view,7,
1688085,1431641688091,3,view,3309,
1688088,1431640223114,22,addtocart,417,
1688094,1431621671248,22,view,3310,
1688103,1431621650166,22,view,3310,
1688172,1431624760326,22,view,3304,
1688209,1431624583368,22,view,3311,
1688227,1431624319165,22,view,3312,
1688272,1431622813737,22,view,626,
1688283,1431622452691,22,view,1014,
1688285,1431621903281,22,view,1121,
1688331,1431622090901,22,view,3313,
1688532,1431631663924,9,view,2820,
1688574,1431631920610,9,addtocart,3285,
1688617,1431633789794,11,view,3314,
1688619,1431630107717,22,view,3315,
1688630,1431633807585,22,view,3271,
1688914,1431646891049,28,view,1054,
1689068,1431628666837,3,addtocart,3316,
1689162,1431628399912,22,view,3317,
1689194,1431627843143,22,view,957,
1689725,1431616324505,3,view,3318,
1689749,1431614922032,19,view,2496,
1689751,1431614792649,19,view,2691,
1689758,1431614921484,20,view,21,
1689791,1431614942219,19,view,2496,
1689810,1431615599855,19,view,2691,
1689822,1431616816431,3,view,3319,
1690055,1431658070126,3,transaction,3282,1327.0
1690116,1431657609765,12,view,1040,
1690167,1431619240435,22,view,3305,
1690176,1431620411363,22,view,569,
1690226,1431619389142,22,view,3304,
1690249,1431618410603,22,view,879,
1690358,1431619694862,22,view,3304,
1690477,1431644217892,28,view,3320,
1690764,1431634622579,9,view,7,
1690837,1431634755807,9,view,578,
1690844,1431634388253,9,addtocart,578,
1691146,1431661489449,29,view,6,
1691573,1431656957871,3,view,3321,
1691576,1431657735227,3,view,194,
1691591,1431656526419,3,view,93,
1691726,1431640159516,3,view,3322,
1692156,1431647232858,28,view,3323,
1692210,1431648819321,28,view,3324,
1692238,1431616546060,3,view,3325,
1692302,1431615683720,22,view,3326,
1692413,1431615095054,20,view,17,
1692418,1431614940120,19,view,3327,
1692452,1431615121264,17,view,3328,
1692470,1431614845998,19,view,3329,
1692749,1431628432701,22,view,3330,
1692860,1431626405636,29,view,6,
1692873,1431627695264,17,view,3331,
1692880,1431629367665,22,view,3332,
1692999,1431629297726,22,view,3333,
1693536,1431624595959,22,view,3334,
1693604,1431623447700,22,view,3302,
1693819,1431631302134,3,view,2144,
1693831,1431632137896,22,view,3335,
1693894,1431630189233,22,view,3336,
1693967,1431631561133,9,view,944,
1693987,1431632274871,22,view,3272,
1694371,1431644299916,20,view,21,
1694372,1431644300120,20,view,1,
1694400,1431634409995,9,addtocart,2663,
1694419,1431637487768,22,view,3337,
1694735,1431618926762,22,view,3338,
1694775,1431619456875,22,view,1621,
1694917,1431620208442,19,view,3339,
1695121,1431653676775,17,view,3340,
1695391,1431661490466,29,view,5,
1695404,1431661496470,29,view,3210,
1695644,1431627996124,3,view,3341,
1695674,1431628403917,22,view,3342,
1695699,1431626951790,3,view,3343,
1695700,1431628917374,3,transaction,3316,10873.0
1695778,1431626408498,29,view,3210,
1695794,1431628446581,3,view,3316,
1695976,1431648736997,28,view,3344,
1696042,1431648729799,28,view,3344,
1696314,1431616915777,22,view,2724,
1696354,1431615578358,19,view,2765,
1696376,1431614929445,20,view,21,
1696391,1431616834734,3,view,1911,
1696412,1431614567479,0,view,759,
1696414,1431615039096,17,view,3345,
1696440,1431614567086,0,view,37,
1696576,1431615295345,17,view,3346,
1696577,1431616312815,3,view,3347,
1696789,1431585631284,6,view,2811,
1696846,1431584957263,18,view,922,
1697069,1431584665019,18,view,360,
1697164,1431623750390,3,view,3348,
1697323,1431623862512,22,view,3349,
1697389,1431638704256,22,view,3284,
1697443,1431639740632,22,view,3350,
1697445,1431638631036,9,view,578,
1697467,1431640360507,22,transaction,417,15731.0
1697501,1431638937727,22,view,3284,
1697564,1431638863428,22,transaction,3284,14254.0
1697620,1431638579988,9,view,7,
1697723,1431635152694,9,view,7,
1697945,1431634383994,9,addtocart,578,
1697963,1431634912138,3,addtocart,3274,
1698040,1431643149193,28,view,957,
1698167,1431645597213,28,view,3351,
1698187,1431644414614,20,view,32,
1698287,1431631436975,22,view,56,
1698299,1431633841733,22,addtocart,3271,
1698344,1431631914157,9,addtocart,3285,
1698459,1431631613766,9,view,3352,
1698536,1431620276311,22,view,3353,
1698540,1431620264135,22,view,3354,
1698618,1431617761728,22,view,2418,
1698620,1431618485619,22,view,3355,
1698725,1431621338764,1,view,325,
1698778,1431620338480,22,view,3306,
1698949,1431653950562,3,view,3356,
1699356,1431638475034,22,view,3284,
1699368,1431638883599,22,view,3284,
1699399,1431640143236,3,view,3322,
1699596,1431647516512,28,view,3357,
1699603,1431648734077,28,view,3344,
1699764,1431647800951,28,view,3358,
1699933,1431657957204,3,addtocart,3282,
1700606,1431628669644,22,transaction,3330,9520.0
1700828,1431585563542,6,view,3359,
1700889,1431614567086,0,view,1159,
1700908,1431616257903,19,view,2392,
1700922,1431614897169,19,view,2392,
1700954,1431609853386,18,view,360,
1700975,1431615012473,17,view,3360,
1700983,1431615451577,17,view,3361,
1701049,1431614943365,19,view,2392,
1701084,1431616785796,22,view,3362,
1701144,1431624245858,22,view,179,
1701253,1431623917768,22,view,3334,
1701291,1431624742218,3,view,3363,
1701391,1431622101131,22,view,3364,
1701419,1431622534440,29,view,5,
1701432,1431625505292,22,view,3365,
1701439,1431623279170,3,view,3343,
1701580,1431634538596,9,view,578,
1701670,1431634897031,3,view,3274,
1701820,1431642642009,28,view,3366,
1701877,1431644105917,28,view,3367,
1702035,1431644299270,20,view,21,
1702095,1431631169057,3,view,3368,
1702097,1431633675691,22,view,3369,
1702131,1431631101892,22,view,3273,
1702173,1431631156486,22,addtocart,3273,
1702219,1431631262963,22,transaction,3273,14616.0
1702258,1431630808117,22,view,3266,
1702359,1431617360037,3,view,3370,
1702390,1431618035428,22,view,3371,
1702423,1431620302594,22,view,3372,
1702450,1431619416321,22,view,3304,
1702454,1431620426136,22,view,3278,
1702578,1431618282367,22,view,2858,
1702584,1431620031255,22,view,3373,
1702608,1431617809897,22,view,3374,
1703485,1431733859622,0,view,37,
1703488,1431733859435,0,view,759,
1703601,1431732645410,7,view,3375,
1703628,1431735862367,29,view,6,
1704051,1431673170853,29,view,3210,
1704129,1431671459852,18,view,360,
1704717,1431703017577,17,view,3376,
1704864,1431701609151,17,view,3377,
1704921,1431704568939,29,view,3210,
1704936,1431704558773,29,view,6,
1705115,1431704264497,17,view,3378,
1705169,1431722351739,11,view,3379,
1705315,1431720979571,29,view,5,
1705546,1431714889053,17,view,3380,
1705902,1431748936419,7,view,3381,
1706110,1431718282254,19,view,2691,
1707050,1431735867367,29,view,3210,
1707246,1431735860553,29,view,5,
1708013,1431673321290,6,view,1619,
1709063,1431721163367,18,view,404,
1709422,1431730884694,20,view,32,
1709430,1431729097071,28,view,3382,
1709495,1431731022056,19,view,2367,
1709503,1431729796476,7,view,3383,
1709670,1431704560065,29,view,5,
1709676,1431703831438,17,view,3384,
1709740,1431705198377,19,view,2691,
1709810,1431703516577,17,view,3385,
1709873,1431703533038,17,view,3386,
1710481,1431726290533,7,view,3387,
1710577,1431723989409,7,view,1630,
1710868,1431733859435,0,view,1159,
1711030,1431730977396,19,view,3388,
1711537,1431673167850,29,view,6,
1712051,1431708706588,11,view,1974,
1713051,1431713927871,17,view,3389,
1713081,1431723665535,7,view,775,
1713145,1431720981576,29,view,6,
1713152,1431723429111,7,view,1635,
1713321,1431720987638,29,view,3210,
1713385,1431703080240,17,view,3390,
1713423,1431703305749,17,view,3391,
1713534,1431707636693,17,view,3392,
1714299,1431726702050,7,view,3381,
1714561,1431733188766,17,view,3393,
1716030,1431701715222,20,view,21,
1716038,1431701706264,20,view,21,
1716078,1431702704125,17,view,3394,
1716392,1431730581211,20,view,21,
1716439,1431730616147,20,view,21,
1716581,1431731035440,7,view,3395,
1716823,1431707103160,17,view,3396,
1716870,1431707190618,17,view,3397,
1717238,1431737540520,7,view,3381,
1717552,1431746421155,18,view,360,
1717829,1431726747696,7,view,3383,
1718152,1431732273374,7,view,3383,
1719454,1431702725637,17,view,3398,
1719522,1431678444941,18,view,360,
1719763,1431673165829,29,view,5,
1720283,1431730893491,20,view,17,
1720325,1431728212397,28,view,3399,
1720355,1431730607662,20,view,1,
1720439,1431705383343,19,view,3400,
1720514,1431705201999,19,addtocart,2691,
1720554,1431704422831,17,view,3401,
1720557,1431707587232,17,view,3402,
1720614,1431704914029,17,view,3403,
1720833,1431718204418,18,view,404,
1721635,1431726549786,7,view,3404,
1721963,1431736471546,7,addtocart,3383,
1722190,1431707469788,17,view,3405,
1723024,1431708523594,11,view,1974,
1723030,1431708707778,17,view,3406,
1723153,1431701699290,20,view,1,
1723172,1431701893240,20,view,32,
1723306,1431701903139,20,view,17,
1723486,1431748495877,17,view,3407,
1723570,1431749114112,7,view,3408,
1723753,1431722578723,7,view,775,
1723971,1431729870324,7,addtocart,3383,
1724021,1431730989297,19,view,3409,
1724615,1431718263639,19,view,2392,
1724701,1431716230597,19,view,2392,
1725038,1431816041602,10,view,3410,
1725073,1431812934969,22,view,3411,
1725101,1431815420062,22,view,3412,
1725106,1431815861468,22,addtocart,3413,
1725137,1431816219537,22,view,3414,
1725174,1431811829627,22,view,3414,
1725219,1431814468597,22,view,2891,
1725263,1431813036333,22,view,3411,
1725344,1431787008831,19,view,2691,
1725403,1431790657968,3,view,3415,
1725405,1431789655283,3,view,3416,
1725424,1431789430812,3,view,3417,
1725427,1431789075761,3,view,3418,
1725431,1431789689641,3,view,3416,
1726137,1431830922607,7,addtocart,1635,
1726142,1431830846366,7,view,1635,
1726212,1431826905004,7,view,3419,
1726347,1431804137093,3,view,3420,
1726351,1431804606415,3,view,3421,
1726479,1431803481720,3,view,3422,
1726495,1431804104432,3,view,3423,
1726527,1431804033841,3,view,3423,
1726533,1431805709322,10,view,3424,
1726553,1431806624149,3,view,3423,
1726555,1431805241464,3,view,3425,
1726612,1431806660272,3,addtocart,3426,
1726630,1431805381703,3,addtocart,3427,
1726644,1431804162306,3,view,3426,
1726762,1431800466593,3,addtocart,3428,
1726796,1431798560761,22,view,3429,
1726963,1431823481362,27,view,2747,
1727031,1431822813626,27,view,3430,
1727098,1431821696489,27,view,3431,
1727151,1431825147407,11,view,1108,
1727314,1431792896617,10,view,3067,
1727488,1431818959190,22,view,3432,
1727537,1431821037383,27,view,3433,
1727548,1431818908724,20,view,17,
1727571,1431819835491,27,view,2389,
1727600,1431819865093,22,view,3118,
1727621,1431817638901,22,view,3434,
1727640,1431820286613,27,view,3435,
1727671,1431818633314,27,addtocart,3436,
1727686,1431817045880,27,view,3437,
1727885,1431807629873,7,view,3381,
1727933,1431811053019,22,view,3438,
1727940,1431807347788,22,view,3439,
1727967,1431807436093,22,view,3440,
1727986,1431808889013,7,view,3441,
1727995,1431835065214,27,addtocart,3442,
1728148,1431834838019,27,transaction,3430,9579.0
1728448,1431815726691,22,view,3443,
1728507,1431814517294,3,transaction,3414,10922.0
1728567,1431789945643,22,view,3444,
1728613,1431790683356,3,view,2575,
1728614,1431790266053,3,view,3445,
1728695,1431787037052,19,view,2691,
1728717,1431788958233,3,view,3446,
1728738,1431788463352,17,view,3447,
1729020,1431760463218,29,view,5,
1729096,1431841645344,7,view,3448,
1729197,1431803241196,22,view,3449,
1729231,1431803874877,3,view,3426,
1729244,1431805539135,3,view,3427,
1729271,1431805388499,22,view,3450,
1729294,1431803005995,3,view,3451,
1729343,1431805731667,10,view,3452,
1729357,1431806633429,3,view,3426,
1729361,1431805082244,3,view,3453,
1729371,1431805612189,10,view,3454,
1729376,1431805695753,10,view,3455,
1729392,1431805622924,3,transaction,3427,7341.0
1729408,1431804125909,3,view,3423,
1729411,1431805670127,10,view,3456,
1729441,1431819004483,22,view,3457,
1729459,1431821567848,27,view,2747,
1729473,1431818898945,22,view,3118,
1729477,1431821333161,27,addtocart,2747,
1729501,1431816674564,3,view,417,
1729621,1431818871445,22,view,3118,
1729627,1431820079877,27,addtocart,3458,
1729716,1431816960344,22,view,3459,
1729725,1431820884938,27,view,3433,
1729730,1431818892835,22,view,3118,
1729833,1431801310920,22,view,3460,
1729854,1431797772027,3,view,3461,
1729882,1431800412771,3,addtocart,3462,
1729885,1431800440544,3,addtocart,3463,
1729966,1431798724085,22,view,3429,
1730031,1431822623763,27,view,2747,
1730050,1431821937206,3,transaction,3464,7498.0
1730087,1431823629453,27,view,2747,
1730132,1431822476489,27,view,3436,
1730150,1431821775283,3,view,3464,
1730238,1431823846959,27,view,3465,
1730411,1431794685518,20,view,21,
1730423,1431792681824,22,view,3466,
1730615,1431807791824,7,view,3395,
1730682,1431811074243,17,view,3467,
1730692,1431806758188,3,transaction,3426,3959.0
1730750,1431807403730,22,view,3468,
1730773,1431808140946,22,view,2774,
1730778,1431807531676,22,view,3469,
1730790,1431806712685,22,view,3470,
1730831,1431807356430,22,addtocart,3439,
1730920,1431835089057,27,view,3430,
1730938,1431835059805,27,addtocart,3435,
1730995,1431834953528,27,view,3430,
